Foundation,R2,Representation,DocThreshold,Aggregation
Care,0.06084045043953579,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.012715223414708876,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.0537484909609286,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04521114446458685,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07710253095732389,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.03143208709694978,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.004286165892781191,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.05417847478553284,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04470730559003455,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.06777463038463083,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.05289079284155218,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.020979902436347286,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.07374972421078807,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.049885074075848634,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07637446037655315,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04126231471245534,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,-0.001042131887904807,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.02507849339772339,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,-0.006888982742220051,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.031742518357315334,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.0586070402680664,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.011642600048449192,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.07277711536143816,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.042953815003321405,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07522147049437244,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.07593634277478467,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.006977912232749128,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04272781507320511,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.03527333358547968,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.062056946356972224,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.06001777512901951,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,-0.004228316642703067,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.06481019755444163,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.037328463924042536,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.05140567787171524,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04251799192943129,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.005936657217258,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04818788896576676,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.006813341341623702,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.0622163414103587,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.03416709246204375,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.01081432933868276,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.028723669874244576,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.0367802126720852,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.06602419992685304,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04621842666215703,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.003417815408333525,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.08036645333098846,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04818328637627145,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.0726101896221929,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.08992580746588398,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.022478966034124137,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04493741826260167,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.03665817413343564,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.06445498313474217,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04163033220978618,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.012437823594867227,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.08277812766459891,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.038365214057758716,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07116938118796512,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.038333156342923995,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,2.8675686201362627e-4,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04171577053440756,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04068896089280771,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.04988352977656785,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.059740978858968674,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.01494152921479319,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.020794275296954767,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.0070983610150066045,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.04396794202582977,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04649200722927194,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.019119614563126386,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.08387233252608184,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.03612666922504737,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07555231341196678,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.08225569280298706,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.006032533444350396,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04677380858137725,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04366418377037151,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07015064233454893,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.04812436888718008,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.006719212512942163,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.07061475934106065,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.05619548921156648,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.07319251694154727,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.0486505254123305,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.0110211553351246,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.07632647212648191,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.026042434079222358,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.08300203751225388,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.044232971605209004,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.017548118820384873,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.0424244404976154,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.015403652546645663,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.02020708839327912,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.0736256119228218,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.00974887625860954,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.04842072004121889,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.04641278037732288,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.06901856575996546,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.05698699497473081,MFD.DDR,NumberPosts>=10,MIL (mean)
Fairness,0.01132994235646656,MFD.DDR,NumberPosts>=10,MIL (mean)
Authority,0.03545244198088082,MFD.DDR,NumberPosts>=10,MIL (mean)
Loyalty,0.004508631707170418,MFD.DDR,NumberPosts>=10,MIL (mean)
Purity,0.06611118970972396,MFD.DDR,NumberPosts>=10,MIL (mean)
Care,0.044890765816265284,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.002939315540007259,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07709199797106492,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.05941219852612423,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08883768102310374,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.04523581086917772,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.004859409974715012,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.10189993814716104,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07735504441341012,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11263028120645745,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0024155656557508513,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,4.3728542321586067e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11237833013776166,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06480997900676555,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.0979957618941174,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.021029345309647614,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,5.912806727254027e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08073111289804336,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06656057545050531,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10397205875101267,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.042140318648688065,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-7.388858689596488e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.04317959757637646,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03656503998177163,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11008177478911284,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.04293987524393628,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-1.003839174866794e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.03552833853473514,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.0365340427951919,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.031353159614218806,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03259931995941945,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.01723638530578464,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.0870248561824255,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07272698502104967,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11487818389376114,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03211919557449816,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.0015632339018775145,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.05146972201738631,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.029617989460232308,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11196024105925673,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0199825003859464,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.020280282032705488,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11745243619694044,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.08264259912471017,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.13483251457368062,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.028519383265471883,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.003893828379410547,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11038700022788206,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.087440573765446,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11766057481857005,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03993181260780432,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-3.8426060234186815e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.06622321923473308,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.08567979025375405,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08877286926414019,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03371391269213153,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-5.668842676316287e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.1066764794782452,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07365812784512726,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.0967915302946084,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03294357673981185,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.001993371226387764,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08036558375743985,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06341713254737548,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.1152361031421386,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03312717524448228,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.006192488215329917,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.09058701004129566,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.05542701139849027,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10653314139033998,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0161416965637734,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0019970358704841647,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07608352058717804,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03564453357553932,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10772940354144568,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.01843604274897936,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,1.599093614337299e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07483842740427116,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.058619747467094425,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.07637157667248408,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.031684947374390426,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-7.751454631816923e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.05664267827618141,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06135153822318185,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.0855929823776439,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.038723433604675006,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.0014154857306214466,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.1255083000874654,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.09465964723531384,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.14045456333620446,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.02699459729670839,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.00651536328242619,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07053479670604057,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03328656850788792,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.06421420757086505,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03859780446039962,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-8.586157016072793e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08151647814165475,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.052421066458513084,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.12590774673943694,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.038508448667355484,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0029947203102880238,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.04230593375186986,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03484161990537493,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08759996837924,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.013477070475551578,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0013520474279007375,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11145278786035252,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06821372871215725,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.13872560423083802,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.039024138585020414,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.003916598912748093,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.06643962383400802,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.0577666226166903,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.07966959199511414,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0358923261186489,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.0018976120879276024,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.0932914871131385,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07531287957988075,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10549378798380492,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.009299631559584244,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0037674648407337594,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.0833515575014998,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07397723136145172,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10238608369305158,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.005785261661926278,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-9.266161350840463e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08025767666446337,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.058947021047963226,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.1003060680545389,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03156199998423958,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,1.1683462628653274e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.04598861846945379,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.05356208514069771,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.06967119156909707,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.028314293095177745,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.003159003100881685,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11380854053888477,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.09786325616501623,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.12861151100876567,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.028443889295929007,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0059090322669688175,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07836332804572442,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.0398106324262083,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.10939341940067393,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.032762406524195486,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-4.940878994039721e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07139266264292443,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03730497608299055,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.06806884063840812,MFD2.DDR,NumberPosts>=10,non-MIL
Care,-0.0015688850366339935,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.022648814219843768,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.06826634863585412,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.061203631220576586,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.06060696896301065,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.036709854101457766,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.00963083849165347,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07648998469170942,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.0571014428930432,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.09312730106241753,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.017969631989259716,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-9.647330582311929e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.11447811936980767,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07585434877807884,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.14307352416345287,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.06872711100771334,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0014261453201862562,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.048096928595056536,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.026379638065402444,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11410556090783265,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0322895036745422,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,5.723002626676356e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.09697357340827573,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.09199324097980288,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.0957303014930243,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.029453676577038457,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.001092913961607267,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07346601939096653,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.04728708515839242,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.1115974141249999,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.013798795241068085,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.008155491305051443,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.05242286164264653,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.04711375751962377,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.04310600762470873,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.04233914679854589,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0013163342827853253,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.06519340667937812,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.049270147357605036,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.0936496688909796,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.039535283715864684,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0031244108350398925,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.10516066219993114,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.08203055194943297,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08892229265594576,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.025651034760868163,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.0021746608190785772,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.09053623327063554,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.06531712158966063,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.1512897696188381,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0223245828102806,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.001422795160507917,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.026598877598358217,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03744431247514357,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.061556053877994565,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.019841384729332057,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-7.71062857869209e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.06924025789933108,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.0494450189128588,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08941946518866795,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.06059360274230963,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-1.4466758372622124e-4,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.0992814412158164,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.08333161662909537,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.12468205068475613,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.017843809778957387,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.001551512476234862,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.0947338122693634,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.037892462805833034,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11347705114729245,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.03151712784123617,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.00824497595038376,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.09578343263467436,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07596517427814464,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11507294144924653,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.0554906546938656,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.004751803823763057,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08668393797258622,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07471581251079451,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11770708493144175,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.02908161083583005,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.008246157862065617,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.057792556799982076,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.03522117422356008,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.08285369874009074,MFD2.DDR,NumberPosts>=10,non-MIL
Care,-0.004659260924184006,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.0021310157131495533,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.08900033358203863,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.07142654863723241,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.09669667866913023,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.04571718891311116,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,-0.004504798491518747,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.07479652928700542,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.043387260463271134,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.09120630009017616,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.01589327399765117,MFD2.DDR,NumberPosts>=10,non-MIL
Fairness,0.0015324147018228595,MFD2.DDR,NumberPosts>=10,non-MIL
Authority,0.10067179591473584,MFD2.DDR,NumberPosts>=10,non-MIL
Loyalty,0.08787834645652604,MFD2.DDR,NumberPosts>=10,non-MIL
Purity,0.11858135442788055,MFD2.DDR,NumberPosts>=10,non-MIL
Care,0.08989673949492782,BERT,NumberPosts>=10,non-MIL
Fairness,0.019733790944256424,BERT,NumberPosts>=10,non-MIL
Authority,0.19332045320362168,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10818412838259928,BERT,NumberPosts>=10,non-MIL
