Foundation,R2,Representation,DocThreshold,Aggregation
Care,0.013487807708651878,LDA,NumberPosts>0,non-MIL
Fairness,-5.37680447441069e-5,LDA,NumberPosts>0,non-MIL
Authority,0.08958038922948397,LDA,NumberPosts>0,non-MIL
Loyalty,0.04881259765803758,LDA,NumberPosts>0,non-MIL
Purity,0.10242480511536955,LDA,NumberPosts>0,non-MIL
Care,0.045147422939797344,LDA,NumberPosts>0,non-MIL
Fairness,6.446403736328765e-4,LDA,NumberPosts>0,non-MIL
Authority,0.07863499659589246,LDA,NumberPosts>0,non-MIL
Loyalty,0.023170862057323216,LDA,NumberPosts>0,non-MIL
Purity,0.08853770876724631,LDA,NumberPosts>0,non-MIL
Care,0.045216778730625795,LDA,NumberPosts>0,non-MIL
Fairness,0.001126049969860321,LDA,NumberPosts>0,non-MIL
Authority,0.08956969262389058,LDA,NumberPosts>0,non-MIL
Loyalty,0.06069122554579265,LDA,NumberPosts>0,non-MIL
Purity,0.11931385784492077,LDA,NumberPosts>0,non-MIL
Care,0.04783730962479982,LDA,NumberPosts>0,non-MIL
Fairness,0.0217876807312547,LDA,NumberPosts>0,non-MIL
Authority,0.10592616730742865,LDA,NumberPosts>0,non-MIL
Loyalty,0.043138203467556036,LDA,NumberPosts>0,non-MIL
Purity,0.13608318455268176,LDA,NumberPosts>0,non-MIL
Care,0.028313627649803497,LDA,NumberPosts>0,non-MIL
Fairness,0.017710659920207927,LDA,NumberPosts>0,non-MIL
Authority,0.11191703124446672,LDA,NumberPosts>0,non-MIL
Loyalty,0.06179285144636104,LDA,NumberPosts>0,non-MIL
Purity,0.12704640483280105,LDA,NumberPosts>0,non-MIL
Care,0.022266197457828096,LDA,NumberPosts>0,non-MIL
Fairness,5.006376258205325e-4,LDA,NumberPosts>0,non-MIL
Authority,0.1205269683730934,LDA,NumberPosts>0,non-MIL
Loyalty,0.06009754997463179,LDA,NumberPosts>0,non-MIL
Purity,0.14373626431243391,LDA,NumberPosts>0,non-MIL
Care,0.021514168438093062,LDA,NumberPosts>0,non-MIL
Fairness,-0.0017434227564081528,LDA,NumberPosts>0,non-MIL
Authority,0.10812308297649564,LDA,NumberPosts>0,non-MIL
Loyalty,0.05391269900771811,LDA,NumberPosts>0,non-MIL
Purity,0.12520867565486093,LDA,NumberPosts>0,non-MIL
Care,0.04388271486825346,LDA,NumberPosts>0,non-MIL
Fairness,0.014566745454665853,LDA,NumberPosts>0,non-MIL
Authority,0.10193083437612893,LDA,NumberPosts>0,non-MIL
Loyalty,0.03563356401849527,LDA,NumberPosts>0,non-MIL
Purity,0.13924587381169107,LDA,NumberPosts>0,non-MIL
Care,0.0217021240827161,LDA,NumberPosts>0,non-MIL
Fairness,0.016794269868558587,LDA,NumberPosts>0,non-MIL
Authority,0.10375839685671051,LDA,NumberPosts>0,non-MIL
Loyalty,0.05463196250577573,LDA,NumberPosts>0,non-MIL
Purity,0.12822415445916768,LDA,NumberPosts>0,non-MIL
Care,0.04140112813668273,LDA,NumberPosts>0,non-MIL
Fairness,0.012237801312174335,LDA,NumberPosts>0,non-MIL
Authority,0.07496479829147107,LDA,NumberPosts>0,non-MIL
Loyalty,0.038528297209386775,LDA,NumberPosts>0,non-MIL
Purity,0.1132276870048895,LDA,NumberPosts>0,non-MIL
Care,0.030707723219166705,LDA,NumberPosts>0,non-MIL
Fairness,0.010935302772040245,LDA,NumberPosts>0,non-MIL
Authority,0.13057994712835885,LDA,NumberPosts>0,non-MIL
Loyalty,0.06793688920671082,LDA,NumberPosts>0,non-MIL
Purity,0.14484745567833468,LDA,NumberPosts>0,non-MIL
Care,0.043152156651653395,LDA,NumberPosts>0,non-MIL
Fairness,0.002921527547281033,LDA,NumberPosts>0,non-MIL
Authority,0.0956910260946573,LDA,NumberPosts>0,non-MIL
Loyalty,0.05344221316702902,LDA,NumberPosts>0,non-MIL
Purity,0.1416907133698534,LDA,NumberPosts>0,non-MIL
Care,0.04907314590899725,LDA,NumberPosts>0,non-MIL
Fairness,0.02094157837125976,LDA,NumberPosts>0,non-MIL
Authority,0.0823212011660851,LDA,NumberPosts>0,non-MIL
Loyalty,0.011508808197474352,LDA,NumberPosts>0,non-MIL
Purity,0.09850275470664671,LDA,NumberPosts>0,non-MIL
Care,0.02129318450820994,LDA,NumberPosts>0,non-MIL
Fairness,0.020324261770786833,LDA,NumberPosts>0,non-MIL
Authority,0.1228147527001856,LDA,NumberPosts>0,non-MIL
Loyalty,0.07215162240848816,LDA,NumberPosts>0,non-MIL
Purity,0.14088567988722034,LDA,NumberPosts>0,non-MIL
Care,0.022210923674231164,LDA,NumberPosts>0,non-MIL
Fairness,-0.0032893568070848644,LDA,NumberPosts>0,non-MIL
Authority,0.09811786210545792,LDA,NumberPosts>0,non-MIL
Loyalty,0.058135901191005424,LDA,NumberPosts>0,non-MIL
Purity,0.1538314568923671,LDA,NumberPosts>0,non-MIL
Care,0.035366368134581605,LDA,NumberPosts>0,non-MIL
Fairness,0.005498848371088938,LDA,NumberPosts>0,non-MIL
Authority,0.08268291306081654,LDA,NumberPosts>0,non-MIL
Loyalty,0.01947229746918,LDA,NumberPosts>0,non-MIL
Purity,0.10751234511421082,LDA,NumberPosts>0,non-MIL
Care,0.03268662568640179,LDA,NumberPosts>0,non-MIL
Fairness,0.017810527851734426,LDA,NumberPosts>0,non-MIL
Authority,0.09869028347800535,LDA,NumberPosts>0,non-MIL
Loyalty,0.061041228681638526,LDA,NumberPosts>0,non-MIL
Purity,0.1422354279540442,LDA,NumberPosts>0,non-MIL
Care,0.039349573133613536,LDA,NumberPosts>0,non-MIL
Fairness,0.019896223056997342,LDA,NumberPosts>0,non-MIL
Authority,0.10595944705959981,LDA,NumberPosts>0,non-MIL
Loyalty,0.04124708863432769,LDA,NumberPosts>0,non-MIL
Purity,0.13006413455584975,LDA,NumberPosts>0,non-MIL
Care,0.019023578843945232,LDA,NumberPosts>0,non-MIL
Fairness,-0.003454316577790273,LDA,NumberPosts>0,non-MIL
Authority,0.0724435838916414,LDA,NumberPosts>0,non-MIL
Loyalty,-0.0029580180164636705,LDA,NumberPosts>0,non-MIL
Purity,0.05461363913837358,LDA,NumberPosts>0,non-MIL
Care,0.039002290520322,LDA,NumberPosts>0,non-MIL
Fairness,0.0075194099003965675,LDA,NumberPosts>0,non-MIL
Authority,0.14702987407196133,LDA,NumberPosts>0,non-MIL
Loyalty,0.07604743883858756,LDA,NumberPosts>0,non-MIL
Purity,0.15084824453597,LDA,NumberPosts>0,non-MIL
Care,0.05118989483464331,LDA,NumberPosts>0,non-MIL
Fairness,0.008796019776439179,LDA,NumberPosts>0,non-MIL
Authority,0.08770691893850158,LDA,NumberPosts>0,non-MIL
Loyalty,0.073048403695546,LDA,NumberPosts>0,non-MIL
Purity,0.14503677712709218,LDA,NumberPosts>0,non-MIL
Care,0.03689468484160363,LDA,NumberPosts>0,non-MIL
Fairness,0.009132942831887814,LDA,NumberPosts>0,non-MIL
Authority,0.09150318082070763,LDA,NumberPosts>0,non-MIL
Loyalty,0.06478671486892507,LDA,NumberPosts>0,non-MIL
Purity,0.11456185440277111,LDA,NumberPosts>0,non-MIL
Care,0.025339192431010127,LDA,NumberPosts>0,non-MIL
Fairness,0.010241745815953052,LDA,NumberPosts>0,non-MIL
Authority,0.08974933181983213,LDA,NumberPosts>0,non-MIL
Loyalty,0.04979066129796572,LDA,NumberPosts>0,non-MIL
Purity,0.11093952139446228,LDA,NumberPosts>0,non-MIL
Care,0.03779519036598933,LDA,NumberPosts>0,non-MIL
Fairness,0.01702636092688148,LDA,NumberPosts>0,non-MIL
Authority,0.09971655430435222,LDA,NumberPosts>0,non-MIL
Loyalty,0.04716790385492842,LDA,NumberPosts>0,non-MIL
Purity,0.14478820184732155,LDA,NumberPosts>0,non-MIL
Care,0.0272715390647692,LDA,NumberPosts>0,non-MIL
Fairness,0.002730896617908596,LDA,NumberPosts>0,non-MIL
Authority,0.13059572127355767,LDA,NumberPosts>0,non-MIL
Loyalty,0.05625352295436925,LDA,NumberPosts>0,non-MIL
Purity,0.16089893141943834,LDA,NumberPosts>0,non-MIL
Care,0.04686377380925655,LDA,NumberPosts>0,non-MIL
Fairness,0.0027730101907432747,LDA,NumberPosts>0,non-MIL
Authority,0.0997898863843586,LDA,NumberPosts>0,non-MIL
Loyalty,0.03820765709128038,LDA,NumberPosts>0,non-MIL
Purity,0.11612736178835681,LDA,NumberPosts>0,non-MIL
Care,0.05030128638797371,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.011031189303471134,LDA,NumberPosts>=10,MIL (mean)
Authority,0.13145471943916331,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.11955120004770292,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1637865986699254,LDA,NumberPosts>=10,MIL (mean)
Care,0.06306415102328222,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.022589894766220864,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15954198513883455,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08399810234449734,LDA,NumberPosts>=10,MIL (mean)
Purity,0.12573653818425334,LDA,NumberPosts>=10,MIL (mean)
Care,0.05066271794591881,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.017712241154357877,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1280824233504687,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.06115354176947585,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1444869075014399,LDA,NumberPosts>=10,MIL (mean)
Care,0.039420180410292716,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02898342207050386,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1316025976793278,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07800098744657935,LDA,NumberPosts>=10,MIL (mean)
Purity,0.15342840328195972,LDA,NumberPosts>=10,MIL (mean)
Care,0.04554768945240062,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.006270316485008309,LDA,NumberPosts>=10,MIL (mean)
Authority,0.09626414438845687,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.021448804394792687,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1157862253887384,LDA,NumberPosts>=10,MIL (mean)
Care,0.04153051872897473,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.027108935143555835,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1332343791190569,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08295392313425842,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1434112296823773,LDA,NumberPosts>=10,MIL (mean)
Care,0.039663425582502576,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.027225552300437106,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12042879338606971,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0781131846112908,LDA,NumberPosts>=10,MIL (mean)
Purity,0.06588522090117477,LDA,NumberPosts>=10,MIL (mean)
Care,0.0427372955810531,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02759637786433433,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14471380659508148,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08016844896649233,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1620607576168447,LDA,NumberPosts>=10,MIL (mean)
Care,0.05070240241192703,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.03155266935536072,LDA,NumberPosts>=10,MIL (mean)
Authority,0.13896982014414616,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07166630235149596,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13315148077886652,LDA,NumberPosts>=10,MIL (mean)
Care,0.0363021687524655,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.008111121938020882,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14330369708364477,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08530085436851864,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1727830906767398,LDA,NumberPosts>=10,MIL (mean)
Care,0.0025943115133152395,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.01751223943614133,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1457674487784395,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09171805152716894,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1468418840784127,LDA,NumberPosts>=10,MIL (mean)
Care,0.036305455085219984,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.020793586224250094,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14883812646464234,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.10393638044464593,LDA,NumberPosts>=10,MIL (mean)
Purity,0.16949368063941794,LDA,NumberPosts>=10,MIL (mean)
Care,0.058842476630988516,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.03814101700135797,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12412987691127897,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.042418353130031394,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14806360662860585,LDA,NumberPosts>=10,MIL (mean)
Care,0.05552198320814283,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02496334512796916,LDA,NumberPosts>=10,MIL (mean)
Authority,0.10313254684309547,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07423594026626046,LDA,NumberPosts>=10,MIL (mean)
Purity,0.12287119032675697,LDA,NumberPosts>=10,MIL (mean)
Care,0.0503885999916569,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.026710938549875496,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15269102511940513,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.06362340319253323,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14717632842842976,LDA,NumberPosts>=10,MIL (mean)
Care,0.04827149927080232,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.006196380540057667,LDA,NumberPosts>=10,MIL (mean)
Authority,0.13089297993307836,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08474406595783324,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14342806280413556,LDA,NumberPosts>=10,MIL (mean)
Care,0.03297068963599903,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.011513325524109996,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15978580035720547,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07910517186261046,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1578140714996814,LDA,NumberPosts>=10,MIL (mean)
Care,0.0595510507679311,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.021548446833904666,LDA,NumberPosts>=10,MIL (mean)
Authority,0.11778960942089323,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.03545386717512988,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14198770108850078,LDA,NumberPosts>=10,MIL (mean)
Care,0.054401326333879174,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.013208440948437317,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12982226401720298,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08414293494599945,LDA,NumberPosts>=10,MIL (mean)
Purity,0.08145112644313512,LDA,NumberPosts>=10,MIL (mean)
Care,0.05390641513207539,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.027859797825343202,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15996870752076686,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08129924168739144,LDA,NumberPosts>=10,MIL (mean)
Purity,0.16478888673658698,LDA,NumberPosts>=10,MIL (mean)
Care,0.0558819002218891,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.025535113059070413,LDA,NumberPosts>=10,MIL (mean)
Authority,0.16144451897414758,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0978120808459284,LDA,NumberPosts>=10,MIL (mean)
Purity,0.157594796289526,LDA,NumberPosts>=10,MIL (mean)
Care,0.02202033321391661,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02709340534708693,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1257032133154935,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.10207429643438903,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14667619222319017,LDA,NumberPosts>=10,MIL (mean)
Care,0.05631516852136631,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.029173284406312505,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1049383113135185,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0783214214561011,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13610219862326334,LDA,NumberPosts>=10,MIL (mean)
Care,0.03815480420230433,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.010410043822963733,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12307199385154532,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.028798513962488004,LDA,NumberPosts>=10,MIL (mean)
Purity,0.15384985489012748,LDA,NumberPosts>=10,MIL (mean)
Care,0.026508318970159706,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.007912277362354891,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1309714811491437,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08319679345924369,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14719723570332022,LDA,NumberPosts>=10,MIL (mean)
Care,0.06339722570898809,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.014280995637121374,LDA,NumberPosts>=10,MIL (mean)
Authority,0.136951815154997,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07201548151862058,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1354355187519095,LDA,NumberPosts>=10,MIL (mean)
Care,0.03229633363275808,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.010815087512512811,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1037336240623199,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.061090709967728696,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1260000438421679,LDA,NumberPosts>=10,MIL (mean)
Care,0.03387557580806255,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.017970488956217445,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12980412427266985,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09013106273123106,LDA,NumberPosts>=10,MIL (mean)
Purity,0.15122683920422253,LDA,NumberPosts>=10,MIL (mean)
Care,0.053371102533364745,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.023073646773366763,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15598614338778627,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.06991785885107138,LDA,NumberPosts>=10,MIL (mean)
Purity,0.16250013535285301,LDA,NumberPosts>=10,MIL (mean)
Care,0.03136721669012865,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02963192463051656,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1370719180047265,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09690560046811214,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1609169501440374,LDA,NumberPosts>=10,MIL (mean)
Care,0.04063451422834086,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.026030302554507223,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12372369543505446,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08896714363932501,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13902516898351536,LDA,NumberPosts>=10,MIL (mean)
Care,0.059687194099805385,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.0215487202886655,LDA,NumberPosts>=10,MIL (mean)
Authority,0.13129789153742433,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07692175785747679,LDA,NumberPosts>=10,MIL (mean)
Purity,0.12876009417280598,LDA,NumberPosts>=10,MIL (mean)
Care,0.03511263291610223,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.017052354129247327,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12746095102672883,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08016768534897567,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1444707207723851,LDA,NumberPosts>=10,MIL (mean)
Care,0.027549217421756755,LDA,NumberPosts>=10,MIL (mean)
Fairness,-0.013606764612214883,LDA,NumberPosts>=10,MIL (mean)
Authority,0.16369824555353674,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0543070273514481,LDA,NumberPosts>=10,MIL (mean)
Purity,0.16119260495909205,LDA,NumberPosts>=10,MIL (mean)
Care,0.05728372669189219,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.0314657145645163,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1207334584340034,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.06815376491040415,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13323032139623803,LDA,NumberPosts>=10,MIL (mean)
Care,0.036307500239609936,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.001309343687093012,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12522963608265103,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07443099620028959,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1626806884516273,LDA,NumberPosts>=10,MIL (mean)
Care,0.036197428886142635,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.019576663118808124,LDA,NumberPosts>=10,MIL (mean)
Authority,0.10854431973888112,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.03695639543057605,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13791994310610622,LDA,NumberPosts>=10,MIL (mean)
Care,0.03521592891522862,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.024588064656975273,LDA,NumberPosts>=10,MIL (mean)
Authority,0.11359323348315253,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0774801346923113,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14958255101207207,LDA,NumberPosts>=10,MIL (mean)
Care,0.05474544478798549,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02917048914361353,LDA,NumberPosts>=10,MIL (mean)
Authority,0.16552129539257177,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08768098015907644,LDA,NumberPosts>=10,MIL (mean)
Purity,0.16157722163442023,LDA,NumberPosts>=10,MIL (mean)
Care,0.06184508543183698,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.04272057016703601,LDA,NumberPosts>=10,MIL (mean)
Authority,0.15452517856864623,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09852400752426471,LDA,NumberPosts>=10,MIL (mean)
Purity,0.13045743065157112,LDA,NumberPosts>=10,MIL (mean)
Care,0.03805537450845886,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.006921601794349086,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14384318513831496,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07664484287426254,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1320044380147921,LDA,NumberPosts>=10,MIL (mean)
Care,0.03859081278590837,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.030770419945664318,LDA,NumberPosts>=10,MIL (mean)
Authority,0.11419990462513241,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08548805301670925,LDA,NumberPosts>=10,MIL (mean)
Purity,0.11088487047194018,LDA,NumberPosts>=10,MIL (mean)
Care,0.061807077339687266,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.02343092270578817,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1361788686409946,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0777112059631232,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1501835481897167,LDA,NumberPosts>=10,MIL (mean)
Care,0.04479076635267287,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.017243771803636898,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1550574448154256,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.05980586251048281,LDA,NumberPosts>=10,MIL (mean)
Purity,0.15980701619134874,LDA,NumberPosts>=10,MIL (mean)
Care,0.036011661768579395,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.008183570210747781,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1064345451379256,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.08597002080385563,LDA,NumberPosts>=10,MIL (mean)
Purity,0.12819037373188213,LDA,NumberPosts>=10,MIL (mean)
Care,0.023306895460369126,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.014840993037905204,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1288462315266763,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09402228886326691,LDA,NumberPosts>=10,MIL (mean)
Purity,0.1613057820168443,LDA,NumberPosts>=10,MIL (mean)
Care,0.05746338240410098,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.022162316747128652,LDA,NumberPosts>=10,MIL (mean)
Authority,0.12513013773196935,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.06611876642595871,LDA,NumberPosts>=10,MIL (mean)
Purity,0.14685555702762076,LDA,NumberPosts>=10,MIL (mean)
Care,0.04711062282356937,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.014734877366161525,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14323120834227498,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.0745470760946717,LDA,NumberPosts>=10,MIL (mean)
Purity,0.11715360973201272,LDA,NumberPosts>=10,MIL (mean)
Care,0.03555382997786238,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.00426368592469506,LDA,NumberPosts>=10,MIL (mean)
Authority,0.14090350337032642,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.09289163314765725,LDA,NumberPosts>=10,MIL (mean)
Purity,0.15070869447434554,LDA,NumberPosts>=10,MIL (mean)
Care,0.05170515819994359,LDA,NumberPosts>=10,MIL (mean)
Fairness,0.028004821159000937,LDA,NumberPosts>=10,MIL (mean)
Authority,0.1291903627103973,LDA,NumberPosts>=10,MIL (mean)
Loyalty,0.07457455528449841,LDA,NumberPosts>=10,MIL (mean)
Purity,0.12709023676989883,LDA,NumberPosts>=10,MIL (mean)
Care,0.07162328418402852,LDA,NumberPosts>=10,non-MIL
Fairness,0.010711577179446374,LDA,NumberPosts>=10,non-MIL
Authority,0.18216842835868563,LDA,NumberPosts>=10,non-MIL
Loyalty,0.12851462115862688,LDA,NumberPosts>=10,non-MIL
