,foundation,test_r2,train_r2,alpha,l1_ratio
97,Loyalty,0.0954153628045773,0.21245578003677168,0.0025405738307498838,0.5
98,Authority,0.08144616172551122,0.16101571872358666,0.008181005844357945,0.1
99,Purity,0.14566180834948228,0.21017954828896235,0.012971861177281923,0.01
100,Care,0.02713084319312309,0.08822215235733499,0.0060334740166457755,0.3
101,Fairness,0.014654015665138576,0.03995352480366776,0.0639869904375758,0.01
102,Loyalty,0.11982297087372484,0.21294377332160463,0.010015144623595672,0.01
103,Authority,0.09797042632589426,0.1403794508502183,0.021646608611575437,0.01
104,Purity,0.14108872817351215,0.20995834387831513,0.012409078875204002,0.01
105,Care,0.04872894402976802,0.09070389169679594,0.03300129689725864,0.01
106,Fairness,0.020554088697412487,0.05283951963967981,0.03937347851237476,0.01
107,Loyalty,0.09770459276448984,0.21436478783830826,0.01120507600317394,0.01
108,Authority,0.09524290778691724,0.14426902381443385,0.0031203704376189254,0.5
109,Purity,0.12680912905791053,0.20864973714388568,0.013942940576562054,0.01
110,Care,0.0643477722502761,0.07616714999164986,0.04206375475283395,0.01
111,Fairness,0.024497581739336916,0.03940009936056166,0.060936817296900904,0.01
112,Loyalty,0.08072535921345969,0.2063148640812772,0.007332057932783823,0.1
113,Authority,0.05296745618879173,0.14839989612176674,0.010145729637481527,0.1
114,Purity,0.09562314159883356,0.22406970633740142,0.012283444082628723,0.01
115,Care,0.03062657971907512,0.09946248504072241,0.03166459954607007,0.01
116,Fairness,0.014467344914376179,0.05838685021687828,0.03989069799008057,0.01
117,Loyalty,0.14867515934797848,0.201736866650287,0.011758583160603854,0.01
118,Authority,0.09979978597939398,0.15493034433360964,0.0173862377079716,0.01
119,Purity,0.18013372217513468,0.20266270880098902,0.012512497128097173,0.01
120,Care,0.03687756482964166,0.10664964796637566,0.02483654903014102,0.01
121,Fairness,0.021396857356804966,0.0647512232711257,0.029904526293711264,0.01
122,Loyalty,0.09273231248297364,0.21706240251415565,0.011176783721777703,0.01
123,Authority,0.030833374877487496,0.18615731837961969,0.012224957425230071,0.01
124,Purity,0.07406042750679431,0.22910227561403795,0.011964091517640801,0.01
125,Care,0.033241426851748135,0.10261062979658409,0.028031541010335465,0.01
126,Fairness,0.004132267804336176,0.05706607783880524,0.04049503743061142,0.01
127,Loyalty,0.11435783907971342,0.22076300658856118,0.009886082070726615,0.01
128,Authority,0.056802459886959755,0.17623085697144103,0.0014650639725555575,0.9
129,Purity,0.08410590898442827,0.23152175228258443,0.011072061079289496,0.01
130,Care,0.041046718480051925,0.09995778923180665,0.029072784673267526,0.01
131,Fairness,0.019376488475489118,0.06137804659456236,0.033885228550212886,0.01
132,Loyalty,0.09462032603344428,0.2081251559091939,0.006566853162329499,0.1
133,Authority,0.0723333003306802,0.15934621538561866,0.008249572191937997,0.1
134,Purity,0.13985885651387553,0.2065917026136208,0.013744240450574834,0.01
135,Care,0.055479642078929414,0.0841919705598384,0.03657817797062447,0.01
136,Fairness,0.02493847935552429,0.042618227171756895,0.05274790937231867,0.01
137,Loyalty,0.127032563161813,0.21656446118049522,0.01042912744839504,0.01
138,Authority,0.10463672601818919,0.15412064530689573,0.008308363091697047,0.1
